[-82.0233, 34.940685, 118, -82.02348406544542, 34.940845484885415, -82.05994237526248, 34.940130599356635, 0.558971, 0.444267, 0.0314848, 0.1659]
[-82.0233, 34.940685, 118, -82.02351694941409, 34.940831750199514, -82.05994237526248, 34.940130599356635, 0.558971, 0.444267, 0.0314848, 0.1659]
[-82.0233, 34.940685, 118, -82.02351694941409, 34.940831750199514, -82.05994237526248, 34.940130599356635, 0.558746, 0.443241, 0.0320479, 0.17129]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.558746, 0.443241, 0.0320479, 0.17129]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559024, 0.442234, 0.0320512, 0.17364]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559179, 0.443195, 0.0328062, 0.17112]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559179, 0.443195, 0.0328062, 0.17112]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559452, 0.443652, 0.0334945, 0.17112]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559452, 0.443652, 0.0334945, 0.17112]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559324, 0.444114, 0.0330663, 0.16875]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559324, 0.444114, 0.0330663, 0.16875]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559324, 0.444114, 0.0330663, 0.16875]
[-82.0233, 34.940685, 118, -82.02351787523592, 34.94083027670399, -82.05994237526248, 34.940130599356635, 0.559016, 0.44566, 0.0327015, 0.16617]
[-82.0233, 34.940685, 118, -82.02352019246827, 34.94082546333256, -82.05966233295418, 34.9395653187046, 0.559327, 0.445813, 0.0322106, 0.16497]
[-82.0233, 34.940685, 118, -82.02352080699502, 34.94082497192822, -82.05966233295418, 34.9395653187046, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352154187075, 34.94082404067784, -82.05994237526248, 34.940130599356635, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352241307979, 34.94082290562398, -82.05994237526248, 34.940130599356635, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352241307979, 34.94082290562398, -82.05994237526248, 34.940130599356635, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352241307979, 34.94082290562398, -82.05994237526248, 34.940130599356635, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352241307979, 34.94082290562398, -82.02378377003234, 34.941359471837885, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352366460592, 34.94082078500064, -82.02378377003234, 34.941359471837885, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352348219083, 34.940820692941216, -82.02378451560085, 34.941358947511446, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352326003093, 34.940820116963465, -82.02378451560085, 34.941358947511446, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352218870493, 34.94081723647266, -82.02378409346565, 34.9413592445324, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352106991086, 34.9408150746784, -82.02378409346565, 34.9413592445324, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02352106991086, 34.9408150746784, -82.02378395082945, 34.941359344804155, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02351969296897, 34.940812456501796, -82.02378395082945, 34.941359344804155, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02351969296897, 34.940812456501796, -82.02378330799763, 34.941359796149236, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02351969296897, 34.940812456501796, -82.02378330799763, 34.941359796149236, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02351716607242, 34.9408082646226, -82.02378394518007, 34.9413593487747, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02351716607242, 34.9408082646226, -82.02378394518007, 34.9413593487747, 0.559233, 0.443878, 0.0328277, 0.16847]
[-82.0233, 34.940685, 118, -82.02351467577923, 34.940804599256815, -82.02378317655271, 34.94135988832677, 0.559233, 0.443878, 0.0328277, 0.16847]
